no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,2,3,0,0.6931471805599453,3,45,2018,5,12,4,0.0,0.0,0.0,149.4,0,1
1,0,1,1,0,0.0,3,75,2018,7,11,4,0.0,0.0,0.0,123.3,0,0
2,0,0,4,0,0.0,0,87,2018,7,19,3,0.0,0.0,0.0,72.25,0,1
1,0,1,1,0,0.0,0,60,2017,9,21,3,0.0,0.0,0.0,49.5,0,1
2,0,0,2,0,0.0,0,42,2018,11,25,4,0.0,0.0,0.0,74.88,0,1
2,0,0,1,0,0.0,0,0,2018,4,30,4,0.0,0.0,0.0,131.0,0,1
2,0,0,2,0,0.6931471805599453,3,7,2018,1,29,1,0.0,0.0,0.0,0.0,1,1
3,0,1,2,0,0.0,3,75,2018,11,18,4,0.0,0.0,0.0,126.0,2,1
1,0,0,1,0,0.6931471805599453,0,28,2018,10,12,2,0.6931471805599453,0.0,2.0794415416798357,98.0,1,1
2,0,2,2,0,0.0,4,27,2018,9,9,4,0.0,0.0,0.0,167.2,0,1
1,0,2,5,0,0.0,0,89,2018,9,4,3,0.0,0.0,0.0,85.0,1,1
2,0,2,3,1,0.0,0,109,2018,7,10,3,0.0,0.0,0.0,102.25,0,1
2,0,2,1,0,0.0,0,53,2018,8,27,3,0.0,0.0,0.0,77.04,0,0
2,2,2,0,0,0.0,1,35,2018,9,18,4,0.0,0.0,0.0,248.49,1,1
2,0,0,4,0,0.0,3,274,2018,10,19,4,0.0,0.0,0.0,99.45,1,0
2,0,2,1,0,0.0,1,76,2018,3,19,4,0.0,0.0,0.0,78.15,0,0
2,0,2,2,0,0.0,0,61,2018,3,19,3,0.0,0.0,0.0,63.58,0,1
1,0,2,2,0,0.0,0,54,2018,10,16,3,0.0,0.0,0.0,66.5,0,1
2,1,0,1,0,0.0,0,38,2018,8,10,4,0.0,0.0,0.0,152.1,1,1
2,2,2,3,1,0.0,5,111,2018,8,7,4,0.0,0.0,0.0,237.6,0,0
1,0,0,1,0,0.0,0,0,2018,3,15,4,0.0,0.0,0.0,103.0,0,1
2,2,2,1,0,0.0,5,16,2017,9,5,4,0.0,0.0,0.0,165.0,3,1
2,0,1,3,3,0.0,0,38,2018,11,10,3,0.0,0.0,0.0,59.5,0,1
2,0,2,3,0,0.0,0,40,2018,3,5,4,0.0,0.0,0.0,81.9,0,0
2,0,0,4,0,0.0,3,17,2018,4,6,4,0.0,0.0,0.0,133.5,0,0
1,0,0,1,3,0.0,0,15,2018,4,14,4,0.6931471805599453,0.0,0.6931471805599453,98.1,0,1
2,0,2,1,0,0.0,0,80,2018,11,19,4,0.0,0.0,0.0,93.6,1,1
2,0,1,2,1,0.0,0,105,2017,10,12,3,0.0,0.0,0.0,110.0,0,0
2,2,0,4,0,0.0,5,32,2018,6,8,4,0.0,0.0,0.0,191.7,0,0
2,0,0,1,0,0.0,3,67,2018,11,22,4,0.0,0.0,0.0,102.6,1,1
2,0,2,5,0,0.0,0,26,2017,10,31,4,0.0,0.0,0.0,95.96,1,1
2,0,1,2,3,0.0,0,11,2018,1,15,4,0.0,0.0,0.0,75.0,0,1
2,0,2,2,0,0.0,0,136,2018,7,2,4,0.0,0.0,0.0,93.08,0,0
1,0,1,1,3,0.0,0,79,2018,3,26,4,0.0,0.0,0.0,85.5,0,1
3,0,1,2,0,0.0,3,15,2018,4,15,4,0.0,0.0,0.0,154.33,0,0
2,0,2,1,0,0.0,0,92,2018,3,26,3,0.0,0.0,0.0,100.0,0,0
2,0,0,1,0,0.0,0,1,2017,9,3,4,0.0,0.0,0.0,105.0,0,1
2,0,2,5,0,0.0,0,110,2018,6,13,4,0.0,0.0,0.0,119.85,4,1
2,0,0,1,0,0.0,0,11,2018,6,2,4,0.0,0.0,0.0,111.35,0,0
1,0,0,1,0,0.0,0,0,2017,10,29,4,0.0,0.0,0.0,120.0,0,1
2,0,0,3,0,0.0,0,30,2017,10,14,4,0.0,0.0,0.0,96.3,5,1
1,0,1,2,0,0.0,0,0,2017,7,27,2,0.0,0.0,0.0,65.0,0,1
1,0,0,1,0,0.0,0,12,2018,4,19,4,0.0,0.0,0.0,95.0,0,1
1,0,1,1,0,0.0,3,0,2018,2,15,3,0.0,0.0,0.0,45.0,1,1
3,0,2,5,0,0.6931471805599453,3,14,2018,2,14,4,0.0,0.0,0.0,139.0,1,1
2,0,2,5,0,0.0,0,18,2018,11,20,3,0.0,0.0,0.0,68.0,0,1
2,0,0,1,0,0.0,3,76,2018,7,2,4,0.0,0.0,0.0,131.4,0,0
2,0,0,2,3,0.0,0,20,2018,11,8,4,0.0,0.0,0.0,185.0,1,1
1,0,0,3,0,0.0,3,3,2018,6,7,4,0.0,0.0,0.0,109.85,2,1
2,0,0,2,0,0.0,0,245,2018,6,17,3,0.0,0.0,0.0,75.0,0,0
2,0,0,3,0,0.0,0,73,2017,11,24,3,0.0,0.0,0.0,85.67,0,1
1,0,0,1,0,0.0,0,9,2017,10,1,2,0.0,0.0,0.0,65.0,0,1
2,0,0,2,0,0.0,0,86,2017,9,9,2,0.0,0.0,0.0,100.0,0,1
1,0,0,1,1,0.0,0,41,2017,9,4,3,0.0,0.0,0.0,83.0,0,1
2,0,1,2,0,0.0,0,81,2018,3,25,3,0.0,0.0,0.0,65.0,0,1
1,0,0,3,0,0.0,0,238,2018,10,13,3,0.0,0.0,0.0,80.0,0,1
2,0,0,1,0,0.0,0,8,2018,11,5,3,0.0,0.0,0.0,130.0,0,1
2,0,0,3,3,0.0,0,86,2018,4,14,4,0.0,0.0,0.0,85.5,0,0
2,1,0,2,0,0.0,0,128,2018,7,8,4,0.0,0.0,0.0,130.5,0,0
2,2,0,1,0,0.0,5,0,2017,8,26,4,0.0,0.0,0.0,156.0,2,1
2,2,0,1,0,0.0,6,39,2018,8,13,4,0.0,0.0,0.0,223.76,1,1
2,0,0,3,0,0.0,0,183,2018,9,8,3,0.0,0.0,0.0,110.0,0,0
2,0,1,1,0,0.0,3,0,2018,2,13,4,0.0,0.0,0.0,106.0,0,0
2,0,2,1,0,0.6931471805599453,0,49,2017,12,5,4,0.0,0.0,0.0,115.2,2,1
2,0,0,4,0,0.0,4,112,2018,8,24,3,0.0,0.0,0.0,116.28,0,0
3,0,1,4,0,0.0,3,24,2017,10,19,3,0.0,0.0,0.0,105.0,0,1
1,0,1,0,0,0.0,0,26,2018,7,11,2,0.6931471805599453,1.0986122886681098,2.5649493574615367,65.0,0,1
2,1,0,3,3,0.0,0,31,2018,8,30,4,0.0,0.0,0.0,108.0,1,1
2,1,1,2,0,0.0,0,57,2018,11,11,4,0.0,0.0,0.0,112.2,1,0
2,0,2,1,1,0.0,0,96,2017,7,11,3,0.0,0.0,0.0,94.5,0,0
2,1,2,2,0,0.0,0,32,2018,7,3,4,0.0,0.0,0.0,152.1,0,0
2,0,1,2,0,0.0,0,14,2018,11,28,3,0.0,0.0,0.0,80.0,0,1
2,1,0,2,0,0.0,0,37,2018,7,28,4,0.0,0.0,0.0,152.1,0,0
1,0,0,2,0,0.0,0,30,2018,3,4,4,0.0,0.0,0.0,88.4,0,1
1,0,0,1,0,0.6931471805599453,0,35,2018,12,14,2,0.0,0.0,0.0,79.0,1,1
2,0,0,4,3,0.0,0,135,2017,8,19,4,0.0,0.0,0.0,55.08,0,0
2,0,0,2,3,0.0,0,9,2018,2,12,4,0.0,0.0,0.0,79.0,1,0
1,0,2,1,0,0.0,0,6,2017,10,11,4,0.0,0.0,0.0,97.02,2,1
2,0,1,2,0,0.0,3,94,2018,8,26,4,0.0,0.0,0.0,131.4,1,0
2,0,2,1,0,0.0,0,24,2018,9,18,3,0.0,0.0,0.0,95.0,0,1
2,0,0,3,0,0.0,0,19,2017,10,6,3,0.6931471805599453,0.6931471805599453,0.0,90.0,0,1
2,0,1,3,1,0.0,3,161,2018,12,26,4,0.0,0.0,0.0,130.05,0,1
1,0,0,1,3,0.0,0,0,2018,5,12,4,0.0,0.0,0.0,85.93,0,1
2,0,1,2,0,0.0,0,34,2018,2,12,4,0.0,0.0,0.0,78.3,0,1
1,0,2,2,0,0.0,0,116,2018,2,28,3,0.0,0.0,0.0,75.75,0,1
2,0,0,3,0,0.0,0,193,2017,10,15,3,0.0,0.0,0.0,65.0,0,0
2,0,0,3,0,0.0,0,162,2017,9,17,3,0.0,0.0,0.0,70.0,0,1
2,0,0,1,0,0.0,0,87,2018,4,14,4,0.0,0.0,0.0,74.15,0,0
1,0,0,1,0,0.6931471805599453,0,6,2018,1,26,4,0.0,0.0,0.0,95.0,1,1
2,0,0,3,0,0.0,0,314,2018,10,12,3,0.0,0.0,0.0,75.0,0,0
2,0,1,1,0,0.0,0,45,2018,5,21,4,0.0,0.0,0.0,126.9,2,1
1,0,1,0,0,0.0,0,14,2017,10,5,4,0.0,0.0,0.0,120.0,1,1
2,0,0,4,0,0.0,0,86,2018,3,29,4,0.0,0.0,0.0,82.45,1,1
2,0,0,3,0,0.0,0,37,2018,10,13,3,0.0,0.0,0.0,105.0,0,1
1,0,1,1,1,0.0,0,301,2018,7,30,3,0.0,0.0,0.0,90.0,0,1
2,0,0,4,3,0.0,0,28,2018,8,30,4,0.0,0.0,0.0,94.05,0,0
2,0,1,3,0,0.0,0,57,2018,3,28,4,0.0,0.0,0.0,85.85,1,1
2,0,0,3,0,0.0,0,56,2017,10,21,4,0.0,0.0,0.0,94.5,3,1
2,0,1,4,3,0.0,0,18,2018,11,14,4,0.0,0.0,0.0,74.8,2,1
1,0,2,3,0,0.0,0,1,2018,7,3,4,0.0,0.0,0.0,145.0,1,1
2,0,0,4,0,0.0,0,41,2017,10,27,4,0.0,0.0,0.0,74.88,0,1
2,0,0,1,3,0.0,0,57,2018,11,22,4,0.0,0.0,0.0,60.98,1,1
2,0,2,3,0,0.0,0,266,2018,10,7,3,0.0,0.0,0.0,80.75,0,1
2,0,2,2,3,0.0,0,60,2018,12,23,4,0.0,0.0,0.0,74.8,0,0
2,0,2,3,0,0.0,0,232,2018,10,23,4,0.0,0.0,0.0,66.53,1,1
2,0,1,1,0,0.0,0,53,2018,2,20,4,0.0,0.0,0.0,80.3,1,1
2,0,0,0,0,0.0,0,23,2017,10,8,4,0.0,0.0,0.0,0.0,1,1
2,0,1,3,0,0.0,3,119,2018,10,24,4,0.0,0.0,0.0,81.47,1,1
2,0,1,4,0,0.0,0,11,2018,4,27,4,0.0,0.0,0.0,135.0,2,0
2,0,0,2,1,0.0,0,320,2018,8,18,3,0.0,0.0,0.0,115.0,1,0
2,0,1,2,3,0.0,0,83,2018,6,27,4,0.0,0.0,0.0,74.1,0,1
2,0,0,3,0,0.0,0,314,2018,10,12,3,0.0,0.0,0.0,75.0,0,0
3,0,0,3,0,0.0,0,130,2018,7,26,3,0.0,0.0,0.0,96.9,0,1
2,0,1,3,0,0.0,0,83,2018,7,14,4,0.0,0.0,0.0,105.3,2,1
1,0,0,1,0,0.0,0,31,2018,8,26,4,0.0,0.0,0.0,130.5,1,0
2,0,0,2,0,0.0,0,349,2018,10,4,3,0.0,0.0,0.0,130.0,0,0
1,0,0,3,0,0.0,0,1,2018,5,3,2,0.6931471805599453,0.0,2.302585092994046,65.0,1,1
2,2,0,1,0,0.0,5,17,2018,9,21,4,0.0,0.0,0.0,224.1,2,1
2,0,0,3,0,0.0,0,9,2018,3,22,4,0.0,0.0,0.0,141.0,0,1
2,0,0,2,3,0.0,0,53,2018,5,6,4,0.0,0.0,0.0,116.1,0,0
1,0,0,2,0,0.0,0,164,2017,10,2,3,0.0,0.0,0.0,100.0,0,1
2,0,0,3,1,0.0,0,13,2018,4,26,3,0.0,0.0,0.0,96.0,0,1
2,0,1,2,0,0.0,3,44,2018,11,4,4,0.0,0.0,0.0,110.13,2,1
2,0,1,0,3,0.0,0,134,2018,7,17,4,0.0,0.0,0.0,94.5,1,0
2,0,0,2,1,0.0,0,291,2018,8,19,3,0.0,0.0,0.0,115.0,0,0
2,0,1,0,0,0.0,0,12,2017,10,4,3,0.0,0.0,0.0,72.0,0,1
2,0,0,4,3,0.0,0,3,2018,3,8,4,0.0,0.0,0.0,93.0,1,1
1,0,0,2,0,0.0,0,99,2018,2,19,2,0.0,0.0,0.0,81.0,0,1
2,0,0,1,0,0.0,0,30,2018,7,8,4,0.0,0.0,0.0,135.9,0,0
2,2,2,1,0,0.0,5,83,2018,4,3,4,0.0,0.0,0.0,159.3,2,1
1,0,2,4,0,0.0,0,8,2017,11,5,2,0.6931471805599453,1.0986122886681098,2.302585092994046,65.0,0,1
1,0,1,0,0,0.6931471805599453,4,0,2018,7,18,2,0.0,0.0,0.0,139.0,0,1
2,0,0,4,0,0.0,3,95,2018,7,6,4,0.0,0.0,0.0,127.8,0,0
2,0,1,4,0,0.0,0,29,2018,3,2,3,0.0,0.0,0.0,87.0,0,1
2,0,1,2,0,0.0,0,5,2018,3,11,4,0.0,0.0,0.0,109.0,0,0
2,0,2,1,1,0.0,0,145,2017,8,29,3,0.0,0.0,0.0,94.5,0,1
2,0,1,1,0,0.0,3,1,2018,1,9,4,0.6931471805599453,2.4849066497880004,0.6931471805599453,89.3,1,1
2,0,0,3,0,0.0,3,88,2018,4,26,4,0.0,0.0,0.0,109.8,1,1
2,0,1,2,0,0.0,0,418,2018,9,26,3,0.0,0.0,0.0,75.0,0,0
2,2,1,2,0,0.0,6,65,2018,8,8,4,0.0,0.0,0.0,214.76,1,1
1,0,2,1,0,0.0,0,93,2018,10,15,3,0.0,0.0,0.0,115.0,0,0
2,0,1,4,0,0.0,0,21,2017,9,7,4,0.0,0.0,0.0,139.2,2,1
2,0,0,3,3,0.0,0,27,2018,11,2,4,0.0,0.0,0.0,100.0,1,1
1,0,0,2,1,0.0,0,256,2018,6,15,3,0.0,0.0,0.0,90.0,0,1
2,0,0,2,3,0.0,0,35,2018,10,28,4,0.0,0.0,0.0,109.0,1,0
2,0,0,2,0,0.0,0,86,2017,9,24,3,0.0,0.0,0.0,105.0,0,1
2,0,1,2,3,0.0,0,71,2018,12,5,4,0.0,0.0,0.0,79.2,1,1
2,0,0,4,3,0.0,0,17,2018,2,16,4,0.0,0.0,0.0,79.0,2,0
2,0,0,3,0,0.0,0,304,2018,11,3,3,0.0,0.0,0.0,89.0,0,0
2,0,0,3,0,0.0,0,80,2017,9,3,4,0.0,0.0,0.0,89.25,0,1
2,0,0,3,0,0.0,0,192,2018,8,9,4,0.0,0.0,0.0,94.5,1,0
2,0,0,3,1,0.0,3,58,2018,4,5,4,0.0,0.0,0.0,153.0,1,1
2,0,2,3,0,0.0,0,207,2018,8,5,4,0.0,0.0,0.0,90.95,0,0
3,0,0,3,0,0.0,3,97,2018,9,27,4,0.0,0.0,0.0,168.3,2,0
2,0,0,3,0,0.0,3,18,2018,5,10,4,0.0,0.0,0.0,146.0,1,1
1,0,0,3,0,0.0,0,71,2018,6,14,3,0.0,0.0,0.0,120.0,0,1
2,0,0,2,0,0.0,0,132,2018,5,6,4,0.0,0.0,0.0,105.3,0,1
2,0,0,1,3,0.0,0,53,2018,5,18,4,0.0,0.0,0.0,89.4,2,1
2,0,0,1,3,0.0,0,1,2018,7,20,4,0.0,0.0,0.0,108.0,1,1
2,0,1,3,0,0.0,0,41,2018,9,22,3,0.0,0.0,0.0,118.96,2,1
2,0,0,2,0,0.0,0,122,2018,4,15,3,0.0,0.0,0.0,85.0,0,1
2,0,0,1,3,0.0,0,13,2018,4,7,4,0.0,0.0,0.0,89.0,0,1
2,0,1,4,1,0.0,0,38,2018,12,21,4,0.0,0.0,0.0,120.7,1,1
2,0,0,1,0,0.0,0,30,2018,5,21,4,0.0,0.0,0.0,126.9,1,1
2,0,1,0,0,0.0,0,22,2017,9,6,4,0.0,0.0,0.0,105.0,0,1
2,0,0,3,0,0.6931471805599453,0,0,2018,5,11,4,0.0,0.0,0.0,150.0,1,1
0,2,1,3,0,0.0,1,102,2018,12,26,4,0.0,0.0,0.0,101.34,0,0
2,0,0,1,0,0.0,3,13,2018,7,20,4,0.0,0.0,0.0,116.0,2,1
2,0,1,2,0,0.0,3,5,2018,1,11,4,0.0,0.0,0.0,99.0,1,1
2,0,1,1,1,0.0,3,68,2018,7,4,3,0.0,0.0,0.0,107.95,0,1
2,0,0,1,3,0.0,0,133,2018,8,20,4,0.0,0.0,0.0,94.5,0,0
1,0,2,4,0,0.0,3,53,2018,6,18,4,0.0,0.0,0.0,122.4,1,0
2,0,2,3,0,0.0,0,45,2018,4,24,4,0.0,0.0,0.0,108.79,0,1
1,0,0,1,0,0.0,0,1,2017,11,19,2,0.6931471805599453,0.6931471805599453,0.6931471805599453,65.0,0,1
2,0,1,2,0,0.0,0,40,2018,2,12,4,0.0,0.0,0.0,78.3,1,0
3,0,1,2,1,0.0,3,83,2018,6,10,4,0.0,0.0,0.0,210.6,2,1
2,0,2,7,0,0.0,0,199,2017,10,1,4,0.0,0.0,0.0,94.5,0,0
2,0,2,2,0,0.0,0,40,2018,3,5,4,0.0,0.0,0.0,83.9,1,1
2,0,1,4,0,0.0,0,148,2017,12,30,3,0.0,0.0,0.0,67.0,0,1
2,0,0,1,0,0.6931471805599453,0,1,2018,1,20,4,0.0,0.0,0.0,111.0,1,1
2,0,1,2,1,0.0,0,3,2018,8,15,4,0.0,0.0,0.0,228.33,1,1
3,0,0,1,0,0.0,3,26,2018,5,19,4,0.0,0.0,0.0,177.0,2,1
2,0,2,1,0,0.0,0,2,2017,10,4,4,0.0,0.0,0.0,114.0,0,1
2,0,1,2,3,0.0,0,28,2018,12,2,4,0.0,0.0,0.0,88.0,1,1
2,0,1,2,0,0.0,0,81,2018,4,29,3,0.0,0.0,0.0,75.0,0,1
2,0,0,3,0,0.0,0,93,2018,4,12,4,0.0,0.0,0.0,96.3,3,1
1,0,0,4,0,0.0,3,8,2018,4,5,4,0.0,0.0,0.0,92.17,1,1
1,0,0,4,0,0.0,0,5,2018,2,24,2,0.0,0.0,0.0,80.0,0,1
2,0,0,1,0,0.0,0,105,2018,4,6,3,0.0,0.0,0.0,75.0,0,0
2,0,0,3,0,0.0,0,271,2018,9,21,3,0.0,0.0,0.0,101.33,1,0
1,0,1,1,0,0.0,0,5,2017,10,19,2,0.0,0.0,0.0,80.0,0,1
3,0,1,0,0,0.0,3,89,2018,7,17,4,0.0,0.0,0.0,137.7,2,1
2,0,2,1,0,0.0,0,11,2018,9,11,3,0.0,0.0,0.0,95.0,0,1
1,0,2,2,0,0.0,0,88,2017,7,18,4,0.0,0.0,0.0,68.0,1,0
2,0,1,3,1,0.0,0,210,2017,10,8,3,0.0,0.0,0.0,86.0,0,0
2,0,0,1,0,0.0,0,54,2018,11,24,1,0.0,0.0,0.0,0.0,1,1
1,0,1,0,0,0.0,0,0,2018,2,29,2,0.6931471805599453,0.0,2.3978952727983707,65.0,1,1
2,2,2,5,0,0.0,5,217,2018,8,7,4,0.0,0.0,0.0,167.95,0,0
1,0,2,3,3,0.0,0,6,2018,11,24,4,0.0,0.0,0.0,68.67,0,1
2,0,2,2,0,0.0,0,21,2017,9,5,4,0.0,0.0,0.0,105.0,3,1
2,0,0,3,0,0.0,0,19,2018,2,18,4,0.0,0.0,0.0,82.83,0,1
2,0,0,2,1,0.0,0,102,2017,10,16,3,0.0,0.0,0.0,101.5,0,0
2,0,0,1,0,0.0,0,28,2018,9,27,3,0.0,0.0,0.0,75.0,2,1
2,0,1,1,0,0.0,0,19,2017,9,21,3,0.0,0.0,0.0,48.0,0,0
1,0,0,1,0,0.0,0,21,2018,3,4,4,0.0,0.0,0.0,85.0,0,0
2,0,0,2,0,0.0,3,40,2018,5,18,4,0.0,0.0,0.0,140.4,0,0
2,0,0,2,1,0.0,0,265,2018,6,24,3,0.0,0.0,0.0,115.0,1,0
2,0,2,0,3,0.0,0,19,2018,9,11,4,0.0,0.0,0.0,65.1,1,0
2,0,0,2,1,0.0,0,377,2018,10,14,3,0.0,0.0,0.0,115.0,1,0
2,0,2,5,3,0.0,0,119,2017,12,28,4,0.0,0.0,0.0,46.51,1,0
2,0,1,2,3,0.0,0,15,2018,4,15,4,0.0,0.0,0.0,106.33,0,0
2,0,0,1,0,0.0,0,16,2018,9,10,3,0.0,0.0,0.0,95.0,1,1
2,0,2,1,0,0.0,0,1,2018,2,20,3,0.0,0.0,0.0,54.0,0,1
2,0,2,3,0,0.0,3,65,2018,4,8,4,0.0,0.0,0.0,112.2,1,1
1,0,0,1,1,0.0,0,255,2018,6,14,3,0.0,0.0,0.0,87.0,0,1
1,0,0,2,0,0.0,0,107,2018,6,10,3,0.0,0.0,0.0,120.0,0,1
1,0,1,2,0,0.0,0,18,2018,2,8,4,0.0,0.0,0.0,80.0,1,1
1,0,0,1,0,0.0,0,54,2017,11,18,2,0.0,0.0,0.0,65.0,1,1
2,0,2,2,0,0.0,0,220,2018,12,30,4,0.0,0.0,0.0,84.15,1,0
2,0,2,0,0,0.0,0,29,2017,10,4,4,0.0,0.0,0.0,76.81,0,1
2,0,1,4,0,0.0,0,275,2018,10,5,3,0.0,0.0,0.0,90.0,0,0
2,0,1,3,0,0.0,0,190,2018,9,26,4,0.0,0.0,0.0,119.85,0,0
2,0,2,2,0,0.0,1,159,2018,10,30,4,0.0,0.0,0.0,83.5,2,0
2,0,0,3,0,0.0,0,279,2018,10,12,3,0.0,0.0,0.0,110.0,0,0
2,0,0,1,3,0.0,0,40,2018,9,29,4,0.0,0.0,0.0,104.49,1,1
2,0,1,5,0,0.0,0,6,2018,12,27,3,0.0,0.0,0.0,70.0,1,1
1,0,0,1,0,0.0,0,99,2018,2,19,2,0.0,0.0,0.0,80.0,0,1
3,0,1,2,0,0.0,3,28,2018,2,26,4,0.0,0.0,0.0,125.77,1,0
1,0,0,1,0,0.0,0,0,2018,4,13,2,0.6931471805599453,0.0,1.9459101490553132,65.0,0,1
1,0,2,3,3,0.0,0,59,2018,3,20,4,0.0,0.0,0.0,79.05,1,1
2,0,1,3,0,0.0,3,25,2018,7,4,4,0.0,0.0,0.0,166.0,1,1
2,1,2,5,0,0.0,0,187,2018,8,28,4,0.0,0.0,0.0,111.35,0,0
1,0,2,1,0,0.0,0,93,2018,10,15,3,0.0,0.0,0.0,115.0,0,0
2,0,1,4,3,0.0,0,6,2018,6,15,3,0.0,0.0,0.0,72.25,0,1
2,0,2,2,0,0.0,0,146,2018,7,16,4,0.0,0.0,0.0,99.45,1,1
2,0,0,1,1,0.0,0,219,2017,9,4,3,0.0,0.0,0.0,108.0,0,0
1,0,2,3,0,0.0,0,192,2017,9,25,3,0.0,0.0,0.0,102.0,0,0
2,0,2,2,0,0.0,3,23,2018,9,9,4,0.0,0.0,0.0,135.0,0,0
2,1,0,5,0,0.0,3,128,2018,10,11,4,0.0,0.0,0.0,135.0,0,0
1,0,1,1,0,0.0,0,3,2017,9,7,4,0.0,0.0,0.0,123.5,2,1
2,0,2,3,3,0.0,0,28,2018,7,2,4,0.0,0.0,0.0,130.66,1,1
1,0,0,3,0,0.0,0,113,2018,5,31,2,0.0,0.0,0.0,100.0,0,0
2,0,0,3,0,0.0,0,10,2018,11,3,4,0.0,0.0,0.0,136.67,2,1
1,0,2,0,0,0.0,0,2,2018,7,10,2,0.6931471805599453,0.0,2.0794415416798357,65.0,0,1
2,0,2,0,0,0.0,0,39,2018,6,26,4,0.0,0.0,0.0,99.9,1,1
2,0,0,1,0,0.0,0,142,2018,10,27,4,0.0,0.0,0.0,90.9,1,0
2,0,0,2,3,0.0,0,68,2018,12,22,4,0.0,0.0,0.0,79.2,0,0
2,0,0,2,1,0.0,0,74,2017,9,18,3,0.0,0.0,0.0,101.5,0,1
2,0,1,0,3,0.0,0,1,2018,5,30,4,0.0,0.0,0.0,119.0,1,1
2,0,1,1,0,0.0,0,21,2017,9,21,4,0.0,0.0,0.0,124.0,2,1
2,0,1,3,0,0.0,0,188,2018,7,25,4,0.0,0.0,0.0,90.95,1,1
2,0,0,3,0,0.0,0,304,2018,11,3,3,0.0,0.0,0.0,89.0,0,0
2,1,0,2,0,0.0,3,95,2018,5,6,3,0.0,0.0,0.0,103.29,1,0
2,0,0,1,1,0.0,0,55,2018,4,6,3,0.0,0.0,0.0,104.0,0,1
2,0,1,0,3,0.0,0,19,2018,9,12,4,0.0,0.0,0.0,89.0,0,1
2,0,0,2,0,0.0,0,158,2018,7,8,4,0.0,0.0,0.0,114.3,2,0
1,0,0,2,0,0.0,0,192,2018,6,24,3,0.0,0.0,0.0,95.0,0,1
2,0,1,2,3,0.0,0,1,2018,1,8,4,0.0,0.0,0.0,78.5,0,1
2,0,2,5,3,0.0,0,244,2018,9,16,4,0.0,0.0,0.0,78.54,1,1
2,0,1,1,3,0.6931471805599453,0,91,2018,5,21,4,0.0,0.0,0.0,125.1,0,1
2,0,0,2,0,0.0,0,0,2018,3,4,3,0.0,0.0,0.0,102.0,0,1
2,0,0,3,0,0.0,0,143,2018,8,25,3,0.0,0.0,0.0,100.0,0,1
2,0,0,3,0,0.0,0,433,2018,9,8,3,0.0,0.0,0.0,70.0,0,0
2,0,2,4,0,0.0,3,307,2018,9,11,4,0.0,0.0,0.0,108.0,0,0
1,0,1,0,3,0.0,0,4,2018,5,23,3,0.0,0.0,0.0,153.0,1,1
2,0,2,2,0,0.0,0,120,2018,4,23,4,0.0,0.0,0.0,71.67,1,1
2,0,0,2,1,0.0,0,39,2017,8,14,3,0.0,0.0,0.0,101.5,0,1
2,1,2,1,0,0.0,0,126,2018,8,6,4,0.0,0.0,0.0,130.5,0,0
2,0,0,4,0,0.0,0,49,2017,12,30,3,0.0,0.0,0.0,71.0,0,1
1,0,1,0,0,0.0,0,5,2018,9,19,4,0.0,0.0,0.0,159.0,1,1
2,0,2,0,1,0.0,0,275,2018,4,17,3,0.0,0.0,0.0,110.0,0,0
3,0,2,1,1,0.0,0,145,2017,8,29,3,0.0,0.0,0.0,138.5,1,1
2,0,1,4,0,0.0,0,172,2018,7,4,4,0.0,0.0,0.0,79.03,1,1
2,0,0,2,0,0.0,3,24,2018,4,28,4,0.0,0.0,0.0,144.5,0,0
2,0,1,3,0,0.0,3,105,2018,5,2,4,0.0,0.0,0.0,110.08,1,1
2,0,1,4,0,0.0,0,130,2018,7,6,4,0.0,0.0,0.0,107.95,0,1
1,1,0,0,0,0.0,1,22,2018,11,26,1,0.0,0.0,0.0,0.0,1,1
2,0,0,2,1,0.0,0,39,2017,8,14,3,0.0,0.0,0.0,101.5,0,1
2,0,0,2,0,0.0,3,39,2018,9,15,4,0.0,0.0,0.0,149.4,0,0
2,0,1,0,0,0.0,0,0,2017,9,14,3,0.0,0.0,0.0,111.2,0,1
2,0,1,1,0,0.0,0,36,2018,2,27,4,0.0,0.0,0.0,91.3,0,1
1,0,1,1,0,0.0,0,159,2018,4,9,3,0.0,0.0,0.0,65.0,1,1
2,0,0,5,0,0.0,0,140,2017,12,29,3,0.0,0.0,0.0,70.0,0,1
2,0,1,3,0,0.0,0,132,2018,7,11,4,0.0,0.0,0.0,101.58,1,1
2,0,2,5,0,0.0,0,64,2018,9,1,4,0.0,0.0,0.0,82.67,3,1
2,0,0,1,3,0.0,0,53,2018,5,18,4,0.0,0.0,0.0,89.4,2,1
2,0,2,3,0,0.0,0,101,2018,7,24,3,0.0,0.0,0.0,72.25,0,0
2,0,1,3,0,0.0,0,217,2018,9,1,3,0.0,0.0,0.0,80.75,1,1
2,0,0,3,0,0.0,3,19,2018,8,23,4,0.0,0.0,0.0,156.0,2,1
2,0,0,4,1,0.0,0,27,2018,11,15,3,0.0,0.0,0.0,110.0,0,1
